ID	Name	Pathways	Reactions	
G1FV3-25870	YALI0F05632g	mevalonate pathway I	(R)-mevalonate diphosphate + ATP  &rarr;  isopentenyl diphosphate + CO<SUB>2</SUB> + ADP + phosphate	
G1FV3-25882	YALI0F05874g	L-cysteine degradation II, homocysteine and cysteine interconversion, L-cysteine biosynthesis III (from L-homocysteine)	L-cysteine + H<sub>2</sub>O  &rarr;  pyruvate + hydrogen sulfide + ammonium, L-cysteine  &rarr;  2-aminoprop-2-enoate + hydrogen sulfide + H<SUP>+</SUP>, L-homoserine  &rarr;  2-oxobutanoate + ammonium, L-homoserine  &rarr;  (2Z)-2-aminobut-2-enoate + H<SUP>+</SUP> + H<sub>2</sub>O, L-cystathionine + H<sub>2</sub>O  &rarr;  2-oxobutanoate + L-cysteine + ammonium, L-cystathionine  &rarr;  (2Z)-2-aminobut-2-enoate + L-cysteine + H<SUP>+</SUP>	
G1FV3-25886	YALI0F05962g	chitin degradation to ethanol, ethanol degradation II, acetate conversion to acetyl-CoA	ATP + isobutanoate + coenzyme A  &rarr;  AMP + isobutanoyl-CoA + diphosphate, ATP + isovalerate + coenzyme A  &rarr;  AMP + isovaleryl-CoA + diphosphate, ATP + 2-methylbutanoate + coenzyme A  &rarr;  AMP + 2-methylbutanoyl-CoA + diphosphate, acetate + ATP + coenzyme A  &rarr;  acetyl-CoA + AMP + diphosphate	
G1FV3-25887	YALI0F05984g			
G1FV3-25910	YALI0F06424g	ceramide <i>de novo</i> biosynthesis, sphingolipid biosynthesis (yeast)	D-<i>erythro</i>-sphinganine + a long-chain acyl-CoA  =  a dihydroceramide + coenzyme A + H<SUP>+</SUP>, D-<i>erythro</i>-sphinganine + a long-chain acyl-CoA  &rarr;  a dihydroceramide + coenzyme A + H<SUP>+</SUP>, an acyl-CoA + a sphingoid base  =  a ceramide + coenzyme A + H<SUP>+</SUP>, phytosphingosine + a very long chain fatty acyl-CoA  &rarr;  a phytoceramide + coenzyme A + H<SUP>+</SUP>	
G1FV3-25912	YALI0F06468g	L-serine biosynthesis	(3R)-3-hydroxy-2-oxo-4 phosphonooxybutanoate + L-glutamate  =  4-phospho-hydroxy-L-threonine + 2-oxoglutarate, L-glutamate + 3-phospho-hydroxypyruvate  &rarr;  3-phospho-L-serine + 2-oxoglutarate	
G1FV3-25918	YALI0F06578g	sterol:steryl ester interconversion (yeast)	an acyl-CoA + cholesterol  =  a cholesterol ester + coenzyme A, ergosterol + oleoyl-CoA  &rarr;  ergosteryl oleate + coenzyme A, lanosterol + oleoyl-CoA  &rarr;  lanosteryl oleate + coenzyme A	
G1FV3-25924	YALI0F06710g	allantoin degradation to glyoxylate I	(<i>S</i>)-ureidoglycolate  &rarr;  urea + glyoxylate	
G1FV3-25929	YALI0F06820g		a 10-formyltetrahydrofolate + an L-methionyl-[initiator tRNA<SUP>Met</SUP>]  =  a tetrahydrofolate + an <i>N</i>-formyl-L-methionyl-[initiator tRNA<SUP>met</SUP>] + H<SUP>+</SUP>	
G1FV3-25931	YALI0F06842g		(<i>R</i>)-pantothenate<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  (<i>R</i>)-pantothenate<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-25936	YALI0F06974g			
G1FV3-25940	YALI0F07062g			
G1FV3-25969	YALI0F07711g	gluconeogenesis I, GDP-mannose biosynthesis, glycolysis I (from glucose 6-phosphate), glycolysis III (from glucose), sucrose degradation III (sucrose invertase), chitin biosynthesis, glycolysis I	&beta;-D-glucose 6-phosphate  &harr;  &beta;-D-fructofuranose 6-phosphate	
G1FV3-25974	YALI0F07821g	D-gluconate degradation	ATP + D-gluconate  &rarr;  D-gluconate 6-phosphate + ADP + H<SUP>+</SUP>	
G1FV3-25992	YALI0F08195g		2 protein cysteines + an organic hydroperoxide  &rarr;  a protein disulfide + an alcohol + H<sub>2</sub>O, a reduced thioredoxin + an organic hydroperoxide  &rarr;  an oxidized thioredoxin + an alcohol + H<sub>2</sub>O	
G1FV3-25993	YALI0F08217g			
G1FV3-25995	YALI0F08283g		NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  AMP + &beta;-nicotinamide D-ribonucleotide + 2 H<SUP>+</SUP>, NADH + H<sub>2</sub>O  =  AMP + reduced &beta;-nicotinamide D-ribonucleotide + 2 H<SUP>+</SUP>	
G1FV3-26001	YALI0F08415g	L-glutamate degradation IX (via 4-aminobutanoate)	L-glutamate + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + 4-aminobutanoate	
G1FV3-26009	YALI0F08613g	aerobic respiration I (cytochrome c), aerobic respiration II (cytochrome c) (yeast)	2 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + an ubiquinol<SUB>[membrane]</SUB>  &rarr;  2 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + a ubiquinone<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[out]</SUB>, 2 a reduced CycA1 cytochrome<SUB>[out]</SUB> + a ubiquinone<SUB>[membrane]</SUB> + 4 H<SUP>+</SUP><SUB>[in]</SUB>  &rarr;  2 an oxidized CycA1 cytochrome<SUB>[out]</SUB> + an ubiquinol<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[out]</SUB>, 2 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + a menaquinol<SUB>[membrane]</SUB>  &rarr;  2 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + a menaquinone<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[in]</SUB>, 2 an oxidized <i>c</i>-type cytochrome<SUB>[out]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>  &rarr;  2 a reduced <i>c</i>-type cytochrome<SUB>[out]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB> + 2 H<SUP>+</SUP><SUB>[in]</SUB>	
G1FV3-26013	YALI0F08701g	ergosterol biosynthesis I	<i>S</i>-adenosyl-L-methionine + cycloartenol  &rarr;  <i>S</i>-adenosyl-L-homocysteine + 24-methylenecycloartanol + H<SUP>+</SUP>, <i>S</i>-adenosyl-L-methionine + zymosterol  &rarr;  <i>S</i>-adenosyl-L-homocysteine + fecosterol + H<SUP>+</SUP>	
G1FV3-26014	YALI0F08723g			
G1FV3-26030	YALI0F09097g			
G1FV3-26034	YALI0F09185g	glycolysis I (from glucose 6-phosphate), glycolysis III (from glucose), glycolysis I	phospho<i>enol</i>pyruvate + GDP + H<SUP>+</SUP>  &rarr;  pyruvate + GTP, phospho<i>enol</i>pyruvate + dADP + H<SUP>+</SUP>  &rarr;  pyruvate + dATP, phospho<i>enol</i>pyruvate + dGDP + H<SUP>+</SUP>  &rarr;  pyruvate + dGTP, ADP + phospho<i>enol</i>pyruvate + H<SUP>+</SUP>  &rarr;  pyruvate + ATP	
G1FV3-26035	YALI0F09229g	guanosine ribonucleotides <i>de novo</i> biosynthesis, UTP and CTP <i>de novo</i> biosynthesis, adenosine deoxyribonucleotides <i>de novo</i> biosynthesis, CMP phosphorylation, guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I, pyrimidine deoxyribonucleotides biosynthesis from CTP, pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I, pyrimidine deoxyribonucleotide phosphorylation	ATP + IDP  &harr;  ITP + ADP, dADP + ATP  &rarr;  dATP + ADP, UDP + ATP  &rarr;  UTP + ADP, dUDP + ATP  &rarr;  dUTP + ADP, dCDP + ATP  &rarr;  dCTP + ADP, ATP + dIDP  &harr;  ADP + dITP, GDP + ATP  &rarr;  GTP + ADP, a nucleoside diphosphate + ATP  =  a nucleoside triphosphate + ADP, CDP + ATP  &rarr;  CTP + ADP, dGDP + ATP  &rarr;  dGTP + ADP, dTDP + ATP  &rarr;  dTTP + ADP	
G1FV3-26036	YALI0F09251g	urate conversion to allantoin I	urate + oxygen + H<sub>2</sub>O  &rarr;  (<i>S</i>)-5-hydroxyisourate + hydrogen peroxide	
G1FV3-26037	YALI0F09273g		D-glyceraldehyde + ATP  =  D-glyceraldehyde 3-phosphate + ADP + H<SUP>+</SUP>, dihydroxyacetone + ATP  =  glycerone phosphate + ADP + H<SUP>+</SUP>, FAD  =  AMP + riboflavin cyclic-4',5'-phosphate	
G1FV3-26040	YALI0F09339g	UTP and CTP <i>de novo</i> biosynthesis, pyrimidine deoxyribonucleotide phosphorylation, CMP phosphorylation	ATP + UMP  &rarr;  ADP + UDP, ATP + dCMP  &rarr;  ADP + dCDP, ATP + CMP  &rarr;  ADP + CDP	
G1FV3-26043	YALI0F09405g		ATP + H<SUP>+</SUP><sub>[periplasm]</sub> + H<sub>2</sub>O  &rarr;  ADP + phosphate + H<SUP>+</SUP><sub>[cytosol]</sub>	
G1FV3-26045	YALI0F09449g	tetrapyrrole biosynthesis II (from glycine)	preuroporphyrinogen  &rarr;  uroporphyrinogen-III + H<sub>2</sub>O	
G1FV3-26050	YALI0F09559g	3-phosphoinositide biosynthesis	a 1-phosphatidyl-1D-<i>myo</i>-inositol + ATP  &rarr;  a 1-phosphatidyl-1D-myo-inositol 3-phosphate + ADP + H<SUP>+</SUP>	
G1FV3-26052	YALI0F09603g	protein <i>S</i>-nitrosylation and denitrosylation, formaldehyde oxidation II (glutathione-dependent), L-leucine degradation III, L-isoleucine degradation II, L-tyrosine degradation III, phenylethanol biosynthesis, L-phenylalanine degradation III, L-methionine degradation III, phytol degradation, chitin degradation to ethanol, pyruvate fermentation to ethanol II, ethanol degradation II	<i>S</i>-nitrosoglutathione + NADH + H<SUP>+</SUP>  &rarr;  <i>S</i>-(hydroxysulfenamide)-glutathione + NAD<sup>+</sup>, <i>S</i>-(hydroxymethyl)glutathione + NAD(P)<sup>+</sup>  &rarr;  <i>S</i>-formylglutathione + NAD(P)H + H<SUP>+</SUP>, indole-3-glycol + NAD<sup>+</sup>  =  indole-3-glycol aldehyde + NADH + H<SUP>+</SUP>, 3-methylbutanol + NAD<sup>+</sup>  &harr;  3-methylbutanal + NADH + H<SUP>+</SUP>, 3,4-dihydroxyphenylglycol + NAD<sup>+</sup>  =  3,4-dihydroxyphenylglycolaldehyde + NADH + H<SUP>+</SUP>, isobutanol + NAD<sup>+</sup>  &harr;  isobutanal + NADH + H<SUP>+</SUP>, 2-methylbutanal + NADH + H<SUP>+</SUP>  &rarr;  2-methylbutanol + NAD<sup>+</sup>, a secondary alcohol + NAD<sup>+</sup>  &harr;  a ketone + NADH + H<SUP>+</SUP>, (4-hydroxyphenyl)acetaldehyde + NADH + H<SUP>+</SUP>  &rarr;  4-tyrosol + NAD<sup>+</sup>, phenylacetaldehyde + NADH + H<SUP>+</SUP>  &rarr;  2-phenylethanol + NAD<sup>+</sup>, 3-methoxy-4-hydroxyphenylglycol + NAD<sup>+</sup>  &harr;  3-methoxy-4-hydroxyphenylglycolaldehyde + NADH + H<SUP>+</SUP>, 5-hydroxytryptophol + NAD<sup>+</sup>  =  5-hydroxyindole acetaldehyde + NADH + H<SUP>+</SUP>, 3-methylthiopropanal + NADH + H<SUP>+</SUP>  &rarr;  methionol + NAD<sup>+</sup>, propan-1-ol + NAD<sup>+</sup>  =  1-propanal + NADH + H<SUP>+</SUP>, butan-1-ol + NAD<sup>+</sup>  &harr;  butan-1-al + NADH + H<SUP>+</SUP>, phytol + NAD<sup>+</sup>  &rarr;  phytenal + NADH + H<SUP>+</SUP>, a primary alcohol + NAD<sup>+</sup>  =  an aldehyde + NADH + H<SUP>+</SUP>, ethanol + NAD<sup>+</sup>  &harr;  acetaldehyde + NADH + H<SUP>+</SUP>	
G1FV3-26053	YALI0F09625g		3'-dephospho-CoA + ATP  =  ADP + coenzyme A + H<SUP>+</SUP>	
G1FV3-26067	YALI0F09966g	L-serine biosynthesis	3-phospho-D-glycerate + NAD<sup>+</sup>  &rarr;  3-phospho-hydroxypyruvate + NADH + H<SUP>+</SUP>, (<i>R</i>)-2-hydroxyglutarate + NAD<sup>+</sup>  &harr;  2-oxoglutarate + NADH + H<SUP>+</SUP>, (<i>S</i>)-2-hydroxyglutarate + NAD<sup>+</sup>  &harr;  2-oxoglutarate + NADH + H<SUP>+</SUP>	
G1FV3-26069	YALI0F10010g	triacylglycerol degradation, sterol:steryl ester interconversion (yeast), phospholipid remodeling (phosphatidylethanolamine, yeast), phospholipid remodeling (phosphatidylcholine, yeast), phospholipases, diacylglycerol and triacylglycerol biosynthesis, CDP-diacylglycerol biosynthesis I, phosphatidate biosynthesis (yeast), phospholipid remodeling (phosphatidate, yeast)	a triglyceride + H<sub>2</sub>O  &rarr;  a 1,2-diglyceride + a fatty acid + H<SUP>+</SUP>, tributyrin + H<sub>2</sub>O  &rarr;  1,2-dibutyrin + butanoate + H<SUP>+</SUP>, a dietary <i>all-trans</i>-retinyl ester + H<sub>2</sub>O  &rarr;  <i>all-trans</i>-retinol + a long-chain fatty acid + H<SUP>+</SUP>, lanosteryl oleate + H<sub>2</sub>O  &rarr;  lanosterol + oleate + H<SUP>+</SUP>, a steryl-ester + H<sub>2</sub>O  &rarr;  a fatty acid + a sterol + H<SUP>+</SUP>, ergosteryl oleate + H<sub>2</sub>O  &rarr;  ergosterol + oleate + H<SUP>+</SUP>, a [glycerolipid]-(5Z,8Z,11Z,14Z,17Z)-icosapentaenoate + H<sub>2</sub>O  =  icosapentaenoate + a glycerolipid + H<SUP>+</SUP>, 1-18:1-2-18:1-phosphatidylethanolamine + H<sub>2</sub>O  &rarr;  1-18:1-2-lysophosphatidylethanolamine + oleate + H<SUP>+</SUP>, an L-1-phosphatidylethanolamine + H<sub>2</sub>O  &rarr;  a fatty acid + a 1-acyl,2-lyso-phosphatidylethanolamine + H<SUP>+</SUP>, a plasmenylcholine + H<sub>2</sub>O  &rarr;  a long-chain fatty acid + a 1-(1-alkenyl)-<i>sn</i>-glycero-3-phosphocholine + H<SUP>+</SUP>, dioleoyl phosphatidate + H<sub>2</sub>O  &rarr;  1-oleyl-2-lyso-phosphatidate + oleate + H<SUP>+</SUP>, 1,2-dipalmitoyl-phosphatidylcholine + H<sub>2</sub>O  &rarr;  1-16:0-2-lysophosphatidylcholine + palmitate + H<SUP>+</SUP>, a phosphatidylcholine + H<sub>2</sub>O  &rarr;  a 1-acyl-<i>sn</i>-glycero-3-phosphocholine + a long-chain fatty acid + H<SUP>+</SUP>, a plasmenylethanolamine + H<sub>2</sub>O  =  a long-chain fatty acid + a 1-O-(alk-1-enyl)-<i>sn</i>-glycero-3-phosphoethanolamine + H<SUP>+</SUP>, a [glycerolipid]-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + H<sub>2</sub>O  =  docosahexaenoate + a glycerolipid + H<SUP>+</SUP>, a stearoyl-[acp] + 1-stearoyl-<i>sn</i>-glycerol 3-phosphate  =  1-stearoyl-2-stearoyl-<i>sn</i>-glycerol 3-phosphate + acyl-carrier protein, a long-chain acyl-[acyl-carrier protein] + 1-stearoyl-<i>sn</i>-glycerol 3-phosphate  =  a 1-stearoyl 2-acyl-<i>sn</i>-glycerol 3-phosphate + acyl-carrier protein, an oleoyl-[acp] + 1-stearoyl-<i>sn</i>-glycerol 3-phosphate  =  1-stearoyl-2-oleoyl-<i>sn</i>-glycerol 3-phosphate + acyl-carrier protein, a <i>cis</i>-vaccenoyl-[acp] + 1-palmitoylglycerol 3-phosphate  &rarr;  1-palmitoyl-2-cis-vaccenoyl phosphatidate + acyl-carrier protein, a 2,3,4-saturated fatty acyl-[acp] + a 2,3,4-saturated 2-lysophosphatidate  &rarr;  a 2,3,4-saturated 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate + acyl-carrier protein, 1-palmitoylglycerol 3-phosphate + a myristoyl-[acp]  &rarr;  1-palmitoyl-2-myristoyl phosphatidate + acyl-carrier protein, a long-chain acyl-CoA + a 1-acyl-<i>sn</i>-glycerol 3-phosphate  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate + coenzyme A, a <i>cis</i>-vaccenoyl-[acp] + 1-<i>cis</i>-vaccenoylglycerol-3-phosphate  &rarr;  1,2-dicis-vaccenoyl-phosphatidate + acyl-carrier protein, a palmitoleoyl-[acp] + 1-palmitoylglycerol 3-phosphate  &rarr;  1-palmitoyl-2-palmitoleoyl phosphatidate + acyl-carrier protein, myristoyl-CoA + 1-myristoylglycerol 3-phosphate  &rarr;  dimyristoyl phosphatidate + coenzyme A, <i>cis</i>-vaccenoyl-CoA + 1-palmitoylglycerol 3-phosphate  &rarr;  1-palmitoyl-2-cis-vaccenoyl phosphatidate + coenzyme A, <i>cis</i>-vaccenoyl-CoA + 1-<i>cis</i>-vaccenoylglycerol-3-phosphate  &rarr;  1,2-dicis-vaccenoyl-phosphatidate + coenzyme A, oleoyl-CoA + 1-oleyl-2-lyso-phosphatidate  &rarr;  dioleoyl phosphatidate + coenzyme A, a long-chain acyl-CoA + a 1-acyl-<i>sn</i>-glycerol 3-phosphate  &rarr;  a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate + coenzyme A, palmitoleoyl-CoA + 1-<i>cis</i>-vaccenoylglycerol-3-phosphate  &rarr;  1-cis-vaccenoyl-2-palmitoleoyl phosphatidate + coenzyme A, a myristoyl-[acp] + 1-myristoylglycerol 3-phosphate  &rarr;  dimyristoyl phosphatidate + acyl-carrier protein, an acyl-[acyl-carrier protein] + a 1-acyl-<i>sn</i>-glycerol 3-phosphate  =  a 1,2-diacyl-<i>sn</i>-glycerol 3-phosphate + acyl-carrier protein, 18-hydroxylinoleoyl-CoA + 1-[18-hydroxyoleyl]-2-lyso-phosphatidate  =  1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-<i>sn</i>-glycerol 3-phosphate + coenzyme A, a palmitoyl-[acp] + 1-stearoyl-<i>sn</i>-glycerol 3-phosphate  =  1-stearoyl-2-palmitoyl-<i>sn</i>-glycerol 3-phosphate + acyl-carrier protein, palmitoleoyl-CoA + 1-myristoylglycerol 3-phosphate  &rarr;  1-myristoyl-2-palmitoleoyl phosphatidate + coenzyme A, a palmitoleoyl-[acp] + 1-<i>cis</i>-vaccenoylglycerol-3-phosphate  &rarr;  1-cis-vaccenoyl-2-palmitoleoyl phosphatidate + acyl-carrier protein, a long-chain acyl-CoA + a 1-alkyl-<i>sn</i>-glycerol 3-phosphate  =  a 2-acyl-1-alkyl-<i>sn</i>-glycerol 3-phosphate + coenzyme A, 1-palmitoylglycerol 3-phosphate + myristoyl-CoA  &rarr;  1-palmitoyl-2-myristoyl phosphatidate + coenzyme A, a palmitoleoyl-[acp] + 1-myristoylglycerol 3-phosphate  &rarr;  1-myristoyl-2-palmitoleoyl phosphatidate + acyl-carrier protein, a palmitoyl-[acp] + 1-palmitoylglycerol 3-phosphate  &rarr;  dipalmitoyl phosphatidate + acyl-carrier protein, palmitoleoyl-CoA + 1-palmitoylglycerol 3-phosphate  &rarr;  1-palmitoyl-2-palmitoleoyl phosphatidate + coenzyme A, palmitoyl-CoA + a 1-acyl-<i>sn</i>-glycerol 3-phosphate  =  a 1-acyl-2-palmitoyl-<i>sn</i>-glycerol 3-phosphate + coenzyme A	
G1FV3-26106	YALI0F10857g	propanoyl-CoA degradation II, fatty acid &beta;-oxidation (peroxisome, yeast), oleate &beta;-oxidation (isomerase-dependent, yeast), docosahexaenoate biosynthesis III (6-desaturase, mammals), 9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent, yeast), 10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent, yeast), 10-<i>cis</i>-heptadecenoyl-CoA degradation (yeast), fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	4-<i>cis</i>-undecenoyl-CoA + oxygen  &rarr;  2-<i>trans</i>, 4-<i>cis</i>-undecadienoyl-CoA + hydrogen peroxide, 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-hexanoyl-CoA + oxygen  &rarr;  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-hexa-2-enoyl)-CoA + hydrogen peroxide, (6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA + oxygen  =  (2E,6Z,9Z,12Z,15Z,18Z)-tetracosahexaenoyl-CoA + hydrogen peroxide, propanoyl-CoA + oxygen  &rarr;  acryloyl-CoA + hydrogen peroxide, a decanoyl-[acp] + oxygen  &rarr;  a (2<i>E</i>)-dec-2-enoyl-[acp] + hydrogen peroxide, 6-<i>trans</i>-tridecenoyl-CoA + oxygen  &rarr;  2-<i>trans</i>-6-<i>trans</i>-tridecadienoyl-CoA + hydrogen peroxide, a 2,3,4-saturated fatty acyl CoA + oxygen  &rarr;  a <i>trans</i>-2-enoyl-CoA + hydrogen peroxide, (5Z)-tetradecenoyl-CoA + oxygen  &rarr;  (2E,5Z)-tetradecenoyl-CoA + hydrogen peroxide, (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA + oxygen  &rarr;  (2E,6Z,9Z,12Z,15Z,18Z,21Z)-tetracosaheptaenoyl-CoA + hydrogen peroxide, 5-<i>cis</i>, 7-<i>trans</i>-tetradecadienoyl-CoA + oxygen  &rarr;  2-<i>trans</i>, 5-<i>cis</i>, 7-<i>trans</i>-tetradecatrienoyl-CoA + hydrogen peroxide, 4-hydroxybutanoyl-CoA + oxygen  &rarr;  4-hydroxycrotonyl-CoA + hydrogen peroxide, 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-butanoyl-CoA + oxygen  &rarr;  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-buta-2-enoyl)-CoA + hydrogen peroxide, octanoyl-CoA + oxygen  &rarr;  <i>trans</i>-oct-2-enoyl-CoA + hydrogen peroxide, 4-<i>trans</i>-undecenoyl-CoA + oxygen  &rarr;  2-<i>trans</i>, 4-<i>trans</i>-undecadienoyl-CoA + hydrogen peroxide, 6-<i>cis</i>-tridecenoyl-CoA + oxygen  &rarr;  6-<i>cis</i>, 2-<i>trans</i>-tridecadienoyl-CoA + hydrogen peroxide, a (5Z)-alkan-5-enoyl-CoA + oxygen  &rarr;  a (2E,5Z)-alka-2,5-dienoyl-CoA + hydrogen peroxide, 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoyl-CoA + oxygen  &rarr;  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-octa-2-enoyl)-CoA + hydrogen peroxide	
G1FV3-26109	YALI0F10923g	xylose degradation I	D-xylulose + ATP  &rarr;  D-xylulose 5-phosphate + ADP + H<SUP>+</SUP>	
G1FV3-26122	YALI0F11231g	tRNA charging	a tRNA<SUP>Thr</SUP> + L-threonine + ATP  &rarr;  an L-threonyl-[tRNA<SUP>Thr</SUP>] + AMP + diphosphate	
