GeneId	GeneName	RxnId	RxnName	RxnEqn
YALI0E02156g	YAL038W	y001258	sodium proton antiporter	H+[e] + sodium[c] <=> H+[c] + sodium[e]
YALI0E04939g	YAR015W	y000213	asparaginyl-tRNA synthetase, miotchondrial	ATP[m] + L-asparagine[m] + tRNA(Asn), mitchondrial[m] --> AMP[m] + Asn-tRNA(Asn)[m] + diphosphate[m]
YALI0E06413g	YBL042C	y000906	phosphopantothenoylcysteine decarboxylase	H+[c] + N-[(R)-4-phosphonopantothenoyl]-L-cysteine [cytoplasm][c] --> carbon dioxide[c] + pantetheine 4'-phosphate[c]
YALI0E07073g	YBL064C	y000786	nicotinate-nucleotide diphosphorylase (carboxylating)	2.0 H+[c] + PRPP[c] + quinolinate[c] --> carbon dioxide[c] + diphosphate[c] + nicotinic acid D-ribonucleotide[c]
YALI0E07073g	YBL064C	y000787	nicotinate-nucleotide diphosphorylase (carboxylating)	2.0 H+[m] + PRPP[m] + quinolinate[m] --> carbon dioxide[m] + diphosphate[m] + nicotinic acid D-ribonucleotide[m]
YALI0E07766g	YBL099W	y000183	aldehyde dehydrogenase (isobutyl alcohol, NAD)	H+[m] + isobutyraldehyde[m] + NADH[m] --> isobutanol[m] + NAD[m]
YALI0E07766g	YBL099W	y300025	long-chain aldehyde dehydrogenase (C10)	decanal[c] + H2O[c] + NAD[c] --> decanoate[c] + 2.0 H+[c] + NADH[c]
YALI0E07766g	YBL099W	y000170	aldehyde dehydrogenase (2-phenylethanol, NAD)	H+[m] + NADH[m] + phenylacetaldehyde[m] --> 2-phenylethanol[m] + NAD[m]
YALI0E07766g	YBL099W	y002115	alcohol dehydrogenase, (acetaldehyde to ethanol)	acetaldehyde[c] + H+[c] + NADH[c] --> ethanol[c] + NAD[c]
YALI0E07766g	YBL099W	y000166	aldehyde dehydrogenase (2-methylbutanol, NAD)	2-methylbutanal[c] + H+[c] + NADH[c] --> 2-methylbutanol[c] + NAD[c]
YALI0E07766g	YBL099W	y300026	long-chain aldehyde dehydrogenase (C12)	dodecanal[c] + H2O[c] + NAD[c] --> decanoate[c] + 2.0 H+[c] + NADH[c]
YALI0E07766g	YBL099W	y300006	long-chain alcohol dehydrogenase (C12)	dodecanol[c] + H2O[c] + 2.0 NAD[c] <=> dodecanal[c] + 2.0 H+[c] + 2.0 NADH[c]
YALI0E07766g	YBL099W	y000167	aldehyde dehydrogenase (2-methylbutanol, NAD)	2-methylbutanal[m] + H+[m] + NADH[m] --> 2-methylbutanol[m] + NAD[m]
YALI0E07766g	YBL099W	y300027	long-chain aldehyde dehydrogenase (C16)	decanal[c] + H2O[c] + NAD[c] --> decanoate[c] + 2.0 H+[c] + NADH[c]
YALI0E07766g	YBL099W	y000179	aldehyde dehydrogenase (isoamyl alcohol, NAD)	3-methylbutanal[c] + H+[c] + NADH[c] --> isoamylol[c] + NAD[c]
YALI0E07766g	YBL099W	y000186	aldehyde dehydrogenase (tryptophol, NAD)	H+[c] + indol-3-ylacetaldehyde[c] + NADH[c] --> NAD[c] + tryptophol[c]
YALI0E07766g	YBL099W	y000180	aldehyde dehydrogenase (isoamyl alcohol, NAD)	3-methylbutanal[m] + H+[m] + NADH[m] --> isoamylol[m] + NAD[m]
YALI0E07766g	YBL099W	y000187	aldehyde dehydrogenase (tryptophol, NAD)	H+[m] + indol-3-ylacetaldehyde[m] + NADH[m] --> NAD[m] + tryptophol[m]
YALI0E07766g	YBL099W	y300008	long-chain alcohol dehydrogenase (C16)	hexadecanol[c] + H2O[c] + 2.0 NAD[c] <=> hexadecanal[c] + 2.0 H+[c] + 2.0 NADH[c]
YALI0E07766g	YBL099W	y300004	long-chain alcohol dehydrogenase (C10)	decanol[c] + H2O[c] + 2.0 NAD[c] <=> decanal[c] + 2.0 H+[c] + 2.0 NADH[c]
YALI0E07766g	YBL099W	y000163	alcohol dehydrogenase (ethanol to acetaldehyde)	ethanol[c] + NAD[c] --> acetaldehyde[c] + H+[c] + NADH[c]
YALI0E07766g	YBL099W	y000182	aldehyde dehydrogenase (isobutyl alcohol, NAD)	H+[c] + isobutyraldehyde[c] + NADH[c] --> isobutanol[c] + NAD[c]
YALI0E07766g	YBL099W	y000165	mitochondrial alcohol dehydrogenase	acetaldehyde[m] + H+[m] + NADH[m] --> ethanol[m] + NAD[m]
YALI0E07766g	YBL099W	y000169	aldehyde dehydrogenase (2-phenylethanol, NAD)	H+[c] + NADH[c] + phenylacetaldehyde[c] --> 2-phenylethanol[c] + NAD[c]
YALI0E09493g	YBR002C	y000362	dolichyl-phosphate-mannose--protein mannosyltransferase	dolichyl D-mannosyl phosphate[er] --> dolichyl phosphate[er] + H+[er] + mannan[er]
YALI0E09493g	YBR002C	y000214	aspartate carbamoyltransferase	carbamoyl phosphate[c] + L-aspartate[c] --> H+[c] + N-carbamoyl-L-aspartate[c] + phosphate[c]
YALI0E09493g	YBR002C	y000250	carbamoyl-phosphate synthase (glutamine-hydrolysing)	2.0 ATP[c] + bicarbonate[c] + H2O[c] + L-glutamine[c] --> 2.0 ADP[c] + carbamoyl phosphate[c] + 2.0 H+[c] + L-glutamate[c] + phosphate[c]
YALI0E10307g	YBR003W	y000689	L-serine deaminase	L-serine[c] --> ammonium[c] + pyruvate[c]
YALI0E10307g	YBR003W	y000692	L-threonine deaminase	L-threonine[c] --> 2-oxobutanoate[c] + ammonium[c]
YALI0E10307g	YBR003W	y300068	L-Serine hydro-lyase	L-serine[c] --> dehydroalanine[c] + H2O[c]
YALI0E10417g	YBR026C	y000272	chitin synthase	UDP-N-acetyl-alpha-D-glucosamine[c] --> chitin[c] + H+[c] + UDP[c]
YALI0E11099g	YBR084W	y000104	acetyl-CoA C-acetyltransferase	2.0 acetyl-CoA[m] --> acetoacetyl-CoA[m] + coenzyme A[m]
YALI0E11099g	YBR084W	y000103	acetyl-CoA C-acetyltransferase	2.0 acetyl-CoA[c] --> acetoacetyl-CoA[c] + coenzyme A[c]
YALI0E12837g	YBR121C	y001106	acetate transport	acetate[c] <=> acetate[e]
YALI0E13057g	YBR153W	y000818	ornithine transacetylase	L-glutamate[m] + N(2)-acetyl-L-ornithine[m] --> N-acetyl-L-glutamate[m] + ornithine[m]
YALI0E13057g	YBR153W	y000761	N-acteylglutamate synthase	acetyl-CoA[m] + L-glutamate[m] --> coenzyme A[m] + H+[m] + N-acetyl-L-glutamate[m]
YALI0E14102g	YBR166C	y000860	phosphatidylglycerolphosphate synthase	CDP-diacylglycerol[mm] + glycerol 3-phosphate[mm] --> 3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate[mm] + H+[mm] + CMP[mm]
YALI0E14190g	YBR208C	y000713	malate dehydrogenase	(S)-malate[m] + NAD[m] <=> H+[m] + NADH[m] + oxaloacetate[m]
YALI0E14190g	YBR208C	y000715	malate dehydrogenase, peroxisomal	(S)-malate[p] + NAD[p] <=> H+[p] + NADH[p] + oxaloacetate[p]
YALI0E14190g	YBR208C	y000714	malate dehydrogenase, cytoplasmic	(S)-malate[c] + NAD[c] <=> H+[c] + NADH[c] + oxaloacetate[c]
YALI0E14234g	YBR218C	y001028	taurcholate via ABC system	ATP[c] + H2O[c] + taurocholic acid[c] --> ADP[c] + H+[c] + phosphate[c] + taurocholic acid[v]
YALI0E14256g	YBR221C	y000445	formate dehydrogenase	formate[c] + NAD[c] --> carbon dioxide[c] + NADH[c]
YALI0E14597g	YBR248C	y000512	glycyl-tRNA synthetase	ATP[c] + L-glycine[c] + tRNA(Gly)[c] --> AMP[c] + diphosphate[c] + Gly-tRNA(Gly)[c]
YALI0E14949g	YCL030C	y000303	citrate to cis-aconitate(3-), cytoplasmic	citrate[c] <=> cis-aconitate[c] + H2O[c]
YALI0E14949g	YCL030C	y000280	cis-aconitate(3-) to isocitrate	cis-aconitate[m] + H2O[m] <=> isocitrate[m]
YALI0E14949g	YCL030C	y002305	cis-aconitate(3-) to isocitrate	cis-aconitate[c] + H2O[c] <=> isocitrate[c]
YALI0E14949g	YCL030C	y000302	citrate to cis-aconitate(3-)	citrate[m] <=> cis-aconitate[m] + H2O[m]
YALI0E15378g	YCR024C_A	y002254	2-enoyl-CoA hydratase (3-hydroxybutanoyl-CoA)	H2O[p] + trans-but-2-enoyl-CoA[p] --> (R)-3-hydroxybutanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002248	2-enoyl-CoA hydratase (3-hydroxydecanoyl-CoA)	H2O[p] + trans-dec-2-enoyl-CoA[p] --> (R)-3-hydroxydecanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y000057	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	(S)-3-hydroxytetradecanoyl-CoA[p] + NAD[p] --> 3-oxotetradecanoyl-CoA[p] + H+[p] + NADH[p]
YALI0E15378g	YCR024C_A	y002279	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-dodec-5-enoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxo-cis-dodec-5-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002262	2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA)	H2O[p] + trans-2,cis-5-dodecadienoyl-CoA[p] --> (R)-3-hydroxy-cis-dodec-5-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002274	3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA)	NAD[p] + (R)-3-hydroxyicosanoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxoicosanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002255	2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA)	H2O[p] + trans-hex-2-enoyl-CoA[p] --> (R)-3-hydroxyhexanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002269	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)	3-hydroxyoctadecanoyl-CoA[p] + NAD[p] --> 3-oxooctadecanoyl-CoA[p] + H+[p] + NADH[p]
YALI0E15378g	YCR024C_A	y002250	2-enoyl-CoA hydratase (3-hydroxytetradecanoyl-CoA)	H2O[p] + trans-tetradec-2-enoyl-CoA[p] --> (S)-3-hydroxytetradecanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y000381	fatty acid oxidation (C18:2)	octadec-9-ynoyl-CoA[p] + 8.0 coenzyme A[p] + 8.0 H2O[p] + 8.0 NAD[p] + 6.0 oxygen[p] --> 9.0 acetyl-CoA[p] + 8.0 H+[p] + 6.0 hydrogen peroxide[p] + 8.0 NADH[p]
YALI0E15378g	YCR024C_A	y002263	2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA)	H2O[p] + trans-2,cis-9-octadecadienoyl-CoA[p] --> (R)-3-hydroxy-cis-octadec-9-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002256	2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA)	H2O[p] + trans-oct-2-enoyl-CoA[p] --> (R)-3-hydroxyoctanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002280	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-octadec-9-enoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxo-cis-octadec-9-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002275	3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA)	NAD[p] + (R)-3-hydroxydocosanoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxodocosanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002270	3-hydroxyacyl-CoA dehydrogenase (3-oxohexacosanoyl-CoA)	(S)-3-hydroxyhexacosanoyl-CoA[p] + NAD[p] --> 3-oxohexacosanoyl-CoA[p] + H+[p] + NADH[p]
YALI0E15378g	YCR024C_A	y002264	2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA)	H2O[p] + trans-2,cis-7-hexadecadienoyl-CoA[p] --> (R)-3-hydroxy-cis-hexadec-7-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002257	2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA)	H2O[p] + trans-icos-2-enoyl-CoA[p] --> (R)-3-hydroxyicosanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002251	2-enoyl-CoA hydratase (3-hydroxyhexadecanoyl-CoA)	H2O[p] + hexadec-2-enoyl-CoA[p] --> (S)-3-hydroxypalmitoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002281	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-hexadec-7-enoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxo-cis-hexadec-7-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002276	3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA)	NAD[p] + (R)-3-hydroxytetracosanoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxotetracosanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002271	3-hydroxyacyl-CoA dehydrogenase (3-oxobutanoyl-CoA)	NAD[p] + (R)-3-hydroxybutanoyl-CoA[p] --> H+[p] + NADH[p] + acetoacetyl-CoA[p]
YALI0E15378g	YCR024C_A	y002265	2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-5-enoyl-CoA)	H2O[p] + trans-2,cis-5-tetradecadienoyl-CoA[p] --> (R)-3-hydroxy-cis-tetradec-5-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002258	2-enoyl-CoA hydratase (3-hydroxydocosanoyl-CoA)	H2O[p] + trans-docos-2-enoyl-CoA[p] --> (R)-3-hydroxydocosanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002282	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-tetradec-5-enoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxo-cis-tetradec-5-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002266	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	(R)-3-hydroxydecanoyl-CoA[p] + NAD[p] --> 3-oxodecanoyl-CoA[p] + H+[p] + NADH[p]
YALI0E15378g	YCR024C_A	y002259	2-enoyl-CoA hydratase (3-hydroxytetracosanoyl-CoA)	H2O[p] + trans-tetracos-2-enoyl-CoA[p] --> (R)-3-hydroxytetracosanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002277	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-hexadec-9-enoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxo-cis-hexadec-9-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002272	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	NAD[p] + (R)-3-hydroxyhexanoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxohexanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002252	2-enoyl-CoA hydratase (3-hydroxyoctadecanoyl-CoA)	H2O[p] + trans-octadec-2-enoyl-CoA[p] --> 3-hydroxyoctadecanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002267	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	(R)-3-hydroxylauroyl-CoA[p] + NAD[p] --> 3-oxolauroyl-CoA[p] + H+[p] + NADH[p]
YALI0E15378g	YCR024C_A	y002260	2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA)	H2O[p] + trans-2,cis-9-hexadecadienoyl-CoA[p] --> (R)-3-hydroxy-cis-hexadec-9-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002249	2-enoyl-CoA hydratase (3-hydroxydodecanoyl-CoA)	H2O[p] + trans-dodec-2-enoyl-CoA[p] --> (R)-3-hydroxylauroyl-CoA[p]
YALI0E15378g	YCR024C_A	y002253	2-enoyl-CoA hydratase (3-hydroxyhexacosanoyl-CoA)	H2O[p] + trans-hexacos-2-enoyl-CoA[p] --> (S)-3-hydroxyhexacosanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002278	3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-7-enoyl-CoA)	NAD[p] + (R)-3-hydroxy-cis-tetradec-7-enoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxo-cis-tetradec-7-enoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002273	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	NAD[p] + (R)-3-hydroxyoctanoyl-CoA[p] --> H+[p] + NADH[p] + 3-oxooctanoyl-CoA[p]
YALI0E15378g	YCR024C_A	y002268	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	(S)-3-hydroxypalmitoyl-CoA[p] + NAD[p] --> 3-oxopalmitoyl-CoA[p] + H+[p] + NADH[p]
YALI0E15378g	YCR024C_A	y002261	2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-7-enoyl-CoA)	H2O[p] + trans-2,cis-7-tetradecadienoyl-CoA[p] --> (R)-3-hydroxy-cis-tetradec-7-enoyl-CoA[p]
YALI0E15488g	YDL171C	y000534	hexokinase (D-glucose:ATP)	ATP[c] + D-glucose[c] --> ADP[c] + D-glucose 6-phosphate[c] + H+[c]
YALI0E15488g	YDL171C	y300072	ATP:D-glucosamine 6-phosphotransferase	D-glucosamine[c] + ATP[c] --> ADP[c] + alpha-D-glucosamine 6-phosphate[c] + H+[c]
YALI0E15708g	YDL215C	y000717	malate synthase	acetyl-CoA[p] + glyoxylate[p] + H2O[p] --> (S)-malate[p] + coenzyme A[p] + H+[p]
YALI0E15708g	YDL215C	y000716	malate synthase	acetyl-CoA[c] + glyoxylate[c] + H2O[c] --> (S)-malate[c] + coenzyme A[c] + H+[c]
YALI0E15840g	YDL245C	y000445	formate dehydrogenase	formate[c] + NAD[c] --> carbon dioxide[c] + NADH[c]
YALI0E16368g	YDR001C	y001027	sulfite reductase (NADPH2)	5.0 H+[c] + 3.0 NADPH[c] + sulphite[c] --> 3.0 H2O[c] + hydrogen sulfide[c] + 3.0 NADP(+)[c]
YALI0E16643g	YDR047W	y300066	L-Serine:glyoxylate aminotransferase	glyoxylate[c] + L-serine[c] <=> hydroxypyruvate[c] + L-glycine[c]
YALI0E16643g	YDR047W	y300065	L-Serine:pyruvate aminotransferase	L-serine[c] + pyruvate[c] <=> hydroxypyruvate[c] + L-alanine[c]
YALI0E16643g	YDR047W	y000156	alanine glyoxylate aminotransferase	glyoxylate[c] + L-alanine[c] --> L-glycine[c] + pyruvate[c]
YALI0E18238g	YDR074W	y000068	4-aminobutyrate transaminase	2-oxoglutarate[c] + gamma-aminobutyrate[c] --> L-glutamate[c] + succinic semialdehyde[c]
YALI0E18348g	YDR191W	y000164	alcohol dehydrogenase (glycerol, NADP)	D-glyceraldehyde[c] + H+[c] + NADPH[c] --> glycerol[c] + NADP(+)[c]
YALI0E18348g	YDR191W	y000487	glycerol dehydrogenase (NADP-dependent)	glycerol[c] + NADP(+)[c] --> glycerone[c] + H+[c] + NADPH[c]
YALI0E18348g	YDR191W	y000321	D-arabinose 1-dehydrogenase (NADP)	D-arabinose[c] + NADP(+)[c] --> D-arabinono-1,4-lactone[c] + H+[c] + NADPH[c]
YALI0E18348g	YDR191W	y000168	aldehyde dehydrogenase (2-methylbutanol, NADP)	2-methylbutanal[c] + H+[c] + NADPH[c] --> 2-methylbutanol[c] + NADP(+)[c]
YALI0E20691g	YDR287W	y000354	dihydroxyacetone kinase	ATP[c] + glycerone[c] --> ADP[c] + dihydroxyacetone phosphate[c] + H+[c]
YALI0E20713g	YDR300C	y001217	L-serine transport	H+[e] + L-serine[e] <=> H+[c] + L-serine[c]
YALI0E20713g	YDR300C	y001190	L-aspartate transport	H+[e] + L-aspartate[e] <=> H+[c] + L-aspartate[c]
YALI0E20713g	YDR300C	y001196	L-glutamate transport	H+[e] + L-glutamate[e] <=> H+[c] + L-glutamate[c]
YALI0E21307g	YDR341C	y000004	(S)-lactate:ferricytochrome-c 2-oxidoreductase	(S)-lactate[c] + 2.0 ferricytochrome c[m] --> 2.0 ferrocytochrome c[m] + pyruvate[c]
YALI0E22198g	YDR367W	y000272	chitin synthase	UDP-N-acetyl-alpha-D-glucosamine[c] --> chitin[c] + H+[c] + UDP[c]
YALI0E23991g	YDR408C	y000771	NADH kinase	ATP[c] + NADH[c] --> ADP[c] + H+[c] + NADPH[c]
YALI0E23991g	YDR408C	y000766	NAD kinase	ATP[m] + NAD[m] --> ADP[m] + H+[m] + NADP(+)[m]
YALI0E23991g	YDR408C	y000765	NAD kinase	ATP[c] + NAD[c] --> ADP[c] + H+[c] + NADP(+)[c]
YALI0E23991g	YDR408C	y000772	NADH kinase mitochondrial	ATP[m] + NADH[m] --> ADP[m] + H+[m] + NADPH[m]
YALI0E24497g	YDR483W	y001031	tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	ATP[c] + L-glutamate[c] + THF[c] <=> 5,6,7,8-tetrahydrofolyl-L-glutamic acid[c] + ADP[c] + H+[c] + phosphate[c]
YALI0E27291g	YDR502C	y001106	acetate transport	acetate[c] <=> acetate[e]
YALI0E29161g	YDR529C	y000010	1-phosphatidylinositol-3-phosphate 5-kinase	1-phosphatidyl-1D-myo-inositol 3-phosphate[vm] + ATP[vm] --> 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate[vm] + H+[vm] + ADP[vm]
YALI0E32351g	YEL017C_A	y000916	phosphoribosylpyrophosphate synthetase	ATP[c] + ribose-5-phosphate[c] --> AMP[c] + H+[c] + PRPP[c]
YALI0E33495g	YEL024W	y000348	dihydroneopterin monophosphate dephosphorylase	7,8-dihydroneopterin 3'-phosphate[c] + H2O[c] --> 7,8-dihydroneopterin[c] + phosphate[c]
YALI0F00396g	YEL051W	y000708	leukotriene A4 hydrolase	H2O[n] + leukotriene A4[n] <=> leukotriene B4[n]
YALI0F00396g	YEL051W	y000704	leukotriene A4 hydrolase	H2O[n] + leukotriene A4[n] <=> (5S,6S)-di-HETE[n]
YALI0F00396g	YEL051W	y000706	leukotriene A4 hydrolase	H2O[n] + leukotriene A4[n] <=> Delta(6)-trans,Delta(8)-cis-leukotriene B4[n]
YALI0F00396g	YEL051W	y000705	leukotriene A4 hydrolase	H2O[c] + leukotriene A4[c] <=> Delta(6)-trans,Delta(8)-cis-leukotriene B4[c]
YALI0F00396g	YEL051W	y000707	leukotriene A4 hydrolase	H2O[c] + leukotriene A4[c] <=> leukotriene B4[c]
YALI0F00396g	YEL051W	y000703	leukotriene A4 hydrolase	H2O[c] + leukotriene A4[c] <=> (5S,6S)-di-HETE[c]
YALI0F00506g	YER003C	y000476	glutamine synthetase	ammonium[c] + ATP[c] + L-glutamate[c] --> ADP[c] + H+[c] + L-glutamine[c] + phosphate[c]
YALI0F01210g	YER043C	y001277	water diffusion	H2O[e] <=> H2O[c]
YALI0F03179g	YER055C	y000226	ATP synthase	ADP[m] + 3.0 H+[c] + phosphate[m] --> ATP[m] + 2.0 H+[m] + H2O[m]
YALI0F04378g	YER060W_A	y000698	lanosterol synthase	(S)-2,3-epoxysqualene[c] --> lanosterol[c]
YALI0F04444g	YER152C	y000172	aldehyde dehydrogenase (3-aminopropanal, NAD)	3-aminopropanal[c] + H2O[c] + NAD[c] --> beta-alanine[c] + 2.0 H+[c] + NADH[c]
YALI0F04444g	YER152C	y002116	acetaldehyde dehydrogenase	acetaldehyde[c] + H2O[c] + NAD[c] --> acetate[c] + H+[c] + NADH[c]
YALI0F04444g	YER152C	y000174	aldehyde dehydrogenase (acetylaldehyde, NAD)	acetaldehyde[m] + H2O[m] + NAD[m] --> acetate[m] + 2.0 H+[m] + NADH[m]
YALI0F04444g	YER152C	y000176	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)	H2O[m] + indol-3-ylacetaldehyde[m] + NAD[m] --> 2.0 H+[m] + indole-3-acetate[m] + NADH[m]
YALI0F04444g	YER152C	y000178	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	H2O[m] + indol-3-ylacetaldehyde[m] + NADP(+)[m] --> 2.0 H+[m] + indole-3-acetate[m] + NADPH[m]
YALI0F04444g	YER152C	y000185	aldehyde dehydrogenase (phenylacetaldehyde, NAD)	H2O[c] + NAD[c] + phenylacetaldehyde[c] --> 2.0 H+[c] + NADH[c] + phenylacetic acid[c]
YALI0F04444g	YER152C	y000173	aldehyde dehydrogenase (acetaldehyde, NADP)	acetaldehyde[c] + H2O[c] + NADP(+)[c] --> acetate[c] + 2.0 H+[c] + NADPH[c]
YALI0F04444g	YER152C	y000175	aldehyde dehydrogenase (acetylaldehyde, NADP)	acetaldehyde[m] + H2O[m] + NADP(+)[m] --> acetate[m] + 2.0 H+[m] + NADPH[m]
YALI0F04444g	YER152C	y000201	Aminobutyraldehyde dehydrogenase	4-aminobutanal[m] + H2O[m] + NAD[m] --> gamma-aminobutyrate[m] + 2.0 H+[m] + NADH[m]
YALI0F04444g	YER152C	y000177	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	H2O[c] + indol-3-ylacetaldehyde[c] + NADP(+)[c] --> 2.0 H+[c] + indole-3-acetate[c] + NADPH[c]
YALI0F05962g	YER170W	y000112	acetyl-CoA synthetase	acetate[c] + ATP[c] + coenzyme A[c] --> acetyl-CoA[c] + AMP[c] + diphosphate[c]
YALI0F05962g	YER170W	y000113	acetyl-CoA synthetase	acetate[m] + ATP[m] + coenzyme A[m] --> acetyl-CoA[m] + AMP[m] + diphosphate[m]
YALI0F05962g	YER170W	y000114	acetyl-CoA synthetase nuclear	acetate[n] + ATP[n] + coenzyme A[n] --> acetyl-CoA[n] + AMP[n] + diphosphate[n]
YALI0F06842g	YFL001W	y001241	pantothenate transport	(R)-pantothenate[e] + H+[e] <=> (R)-pantothenate[c] + H+[c]
YALI0F09273g	YFL011W	y000354	dihydroxyacetone kinase	ATP[c] + glycerone[c] --> ADP[c] + dihydroxyacetone phosphate[c] + H+[c]
YALI0F11297g	YFL022C	y000239	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1a[c] --> 2.0 H2O[c] + NADP(+)[c] + zymosterol intermediate 1b[c]
YALI0F11297g	YFL022C	y000241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	14-demethyllanosterol[c] + 3.0 H+[c] + 3.0 NADPH[c] + 3.0 oxygen[c] --> 4beta-methylzymosterol-4alpha-carboxylic acid[c] + 4.0 H2O[c] + 3.0 NADP(+)[c]
YALI0F11297g	YFL022C	y000238	C-4 methyl sterol oxidase	4alpha-methylzymosterol[c] + H+[c] + NADPH[c] + oxygen[c] --> H2O[c] + NADP(+)[c] + zymosterol intermediate 1a[c]
YALI0F11297g	YFL022C	y000240	C-4 methyl sterol oxidase	H+[c] + NADPH[c] + oxygen[c] + zymosterol intermediate 1b[c] --> H2O[c] + NADP(+)[c] + zymosterol intermediate 1c[c]
YALI0F12089g	YFL053W	y000964	reduced glutathione via ABC system	ATP[c] + glutathione[c] + H2O[c] --> ADP[c] + glutathione[v] + H+[c] + phosphate[c]
YALI0F12089g	YFL053W	y001168	glutathione transport	glutathione[c] <=> glutathione[v]
YALI0F13145g	YFL055W	y001106	acetate transport	acetate[c] <=> acetate[e]
YALI0F13937g	YFR030W	y000445	formate dehydrogenase	formate[c] + NAD[c] --> carbon dioxide[c] + NADH[c]
YALI0F14223g	YGL009C	y001245	phosphate transport	H+[c] + phosphate[c] --> H+[m] + phosphate[m]
